ParticipantID,Proficiency,WritingType,Epoch,N400_Amp,P600_Amp
8,High,Inclusive,39,-3.8701,2.2617
8,High,Inclusive,40,-4.1892,2.1212
9,High,Generic,1,-3.09,1.0395
9,High,Generic,2,-3.0038,1.2613
9,High,Generic,3,-3.2279,0.8038
9,High,Generic,4,-3.3854,1.1716
9,High,Generic,5,-3.2755,0.6394
9,High,Generic,6,-3.0517,1.5686
9,High,Generic,7,-3.1109,1.2377
9,High,Generic,8,-3.0977,1.0502
9,High,Generic,9,-2.9721,1.0119
9,High,Generic,10,-3.0699,1.1343
9,High,Generic,11,-3.2102,1.2684
9,High,Generic,12,-3.1362,0.9189
9,High,Generic,13,-3.0295,0.8903
9,High,Generic,14,-3.1058,1.0682
9,High,Generic,15,-2.9471,1.1649
9,High,Generic,16,-3.1138,1.2336
9,High,Generic,17,-2.9015,1.1816
9,High,Generic,18,-3.1084,0.8076
9,High,Generic,19,-3.2698,1.009
9,High,Generic,20,-3.2014,1.0326
9,High,Generic,21,-3.1015,1.1759
9,High,Generic,22,-3.1206,1.1673
9,High,Generic,23,-3.1003,0.6749
9,High,Generic,24,-3.2509,1.0412
9,High,Generic,25,-3.2915,1.19
9,High,Generic,26,-2.8804,1.3138
9,High,Generic,27,-3.142,1.3681
9,High,Generic,28,-3.0877,1.0026
9,High,Generic,29,-3.202,1.0095
9,High,Generic,30,-3.1682,1.1041
9,High,Generic,31,-3.0859,1.0706
9,High,Generic,32,-3.0445,1.3081
9,High,Generic,33,-2.9676,0.773
9,High,Generic,34,-3.4931,1.2569
9,High,Generic,35,-3.315,1.025
9,High,Generic,36,-3.2855,0.7096
9,High,Generic,37,-3.0288,1.2218
9,High,Generic,38,-3.1965,0.5518
9,High,Generic,39,-3.1919,1.1484
9,High,Generic,40,-3.3318,1.1067
9,High,Inclusive,1,-4.2203,2.2989
9,High,Inclusive,2,-4.2001,1.9884
9,High,Inclusive,3,-4.0385,2.1513
9,High,Inclusive,4,-4.2221,1.9963
9,High,Inclusive,5,-4.2845,2.006
9,High,Inclusive,6,-4.2439,2.5253
9,High,Inclusive,7,-4.4238,1.8603
9,High,Inclusive,8,-3.9973,2.1411
9,High,Inclusive,9,-4.3184,2.391
9,High,Inclusive,10,-4.3088,2.5482
9,High,Inclusive,11,-4.1163,2.0854
9,High,Inclusive,12,-3.8944,2.0619
9,High,Inclusive,13,-4.1067,2.2429
9,High,Inclusive,14,-4.0227,2.4953
9,High,Inclusive,15,-4.2132,2.0323
9,High,Inclusive,16,-4.149,2.0475
9,High,Inclusive,17,-3.916,2.2103
9,High,Inclusive,18,-4.2728,2.2199
9,High,Inclusive,19,-4.4201,1.9887
9,High,Inclusive,20,-4.0379,2.0516
9,High,Inclusive,21,-4.375,2.2903
9,High,Inclusive,22,-4.0401,2.3268
9,High,Inclusive,23,-4.0686,2.0316
9,High,Inclusive,24,-4.4313,2.4833
9,High,Inclusive,25,-4.2664,2.1328
9,High,Inclusive,26,-4.0188,2.2942
9,High,Inclusive,27,-4.1496,2.616
9,High,Inclusive,28,-4.3145,2.3686
9,High,Inclusive,29,-4.2094,2.2367
9,High,Inclusive,30,-3.9887,2.2846
9,High,Inclusive,31,-4.1373,2.3975
9,High,Inclusive,32,-4.2727,2.0152
9,High,Inclusive,33,-4.3747,1.7897
9,High,Inclusive,34,-3.9096,1.9624
9,High,Inclusive,35,-4.2512,2.1276
9,High,Inclusive,36,-4.1719,2.3461
9,High,Inclusive,37,-4.0889,2.0664
9,High,Inclusive,38,-4.2431,2.2395
9,High,Inclusive,39,-4.2553,2.5045
9,High,Inclusive,40,-4.1444,2.33
10,High,Generic,1,-3.0106,1.3047
10,High,Generic,2,-3.0828,0.8106
10,High,Generic,3,-3.05,0.9397
10,High,Generic,4,-3.1893,1.1873
10,High,Generic,5,-2.9243,1.0743
10,High,Generic,6,-3.0637,1.4104
10,High,Generic,7,-3.0739,1.5903
10,High,Generic,8,-3.0252,0.7178
10,High,Generic,9,-2.997,1.1462
10,High,Generic,10,-2.9165,1.2046
10,High,Generic,11,-3.1308,0.8251
10,High,Generic,12,-3.1414,0.8999
10,High,Generic,13,-3.1971,1.1877
10,High,Generic,14,-2.8595,1.1489
10,High,Generic,15,-3.2894,1.1589
10,High,Generic,16,-2.9305,0.948
10,High,Generic,17,-3.1301,1.0729
10,High,Generic,18,-3.2277,1.1997
10,High,Generic,19,-3.1281,1.1539
10,High,Generic,20,-3.2431,0.9825
10,High,Generic,21,-3.0016,0.9954
10,High,Generic,22,-2.851,0.9901
10,High,Generic,23,-3.0763,1.2565
10,High,Generic,24,-3.3228,0.7178
10,High,Generic,25,-3.3388,1.3225
10,High,Generic,26,-3.1928,1.5816
10,High,Generic,27,-3.1946,1.1069
10,High,Generic,28,-2.8787,1.4712
10,High,Generic,29,-2.8008,1.3117
10,High,Generic,30,-2.9564,1.1885
10,High,Generic,31,-2.9932,0.9598
10,High,Generic,32,-3.2327,1.0693
10,High,Generic,33,-3.1355,0.9794
10,High,Generic,34,-3.0055,1.2611
10,High,Generic,35,-3.0967,1.3655
10,High,Generic,36,-3.2813,1.0313
10,High,Generic,37,-3.2175,0.6967
10,High,Generic,38,-3.1224,1.0457
10,High,Generic,39,-2.883,1.1962
10,High,Generic,40,-3.2636,1.4408
10,High,Inclusive,1,-4.0348,2.2994
10,High,Inclusive,2,-4.252,1.9911
10,High,Inclusive,3,-4.2738,2.4007
10,High,Inclusive,4,-3.9353,2.4916
10,High,Inclusive,5,-4.2913,1.9591
10,High,Inclusive,6,-4.1969,1.8293
10,High,Inclusive,7,-4.1695,2.1535
10,High,Inclusive,8,-4.2879,1.8641
10,High,Inclusive,9,-4.141,2.0765
10,High,Inclusive,10,-4.3935,1.6085
10,High,Inclusive,11,-4.2221,2.5375
10,High,Inclusive,12,-3.9688,2.0916
10,High,Inclusive,13,-4.3083,2.2768
10,High,Inclusive,14,-4.3678,2.2434
10,High,Inclusive,15,-4.1031,2.4284
10,High,Inclusive,16,-4.233,2.1423
10,High,Inclusive,17,-4.3497,2.0176
10,High,Inclusive,18,-4.252,2.2565
10,High,Inclusive,19,-4.081,2.0224
10,High,Inclusive,20,-3.9941,2.1288
10,High,Inclusive,21,-4.2212,2.0336
10,High,Inclusive,22,-4.5816,2.3598
10,High,Inclusive,23,-4.1075,2.1267
10,High,Inclusive,24,-4.208,2.2862
10,High,Inclusive,25,-4.4524,2.0772
10,High,Inclusive,26,-4.0989,1.9321
10,High,Inclusive,27,-4.174,1.9117
10,High,Inclusive,28,-4.148,2.1759
10,High,Inclusive,29,-4.4603,2.4159
10,High,Inclusive,30,-4.3282,2.0209
10,High,Inclusive,31,-4.1879,2.4127
10,High,Inclusive,32,-4.3704,2.1953
10,High,Inclusive,33,-4.1537,2.3216
10,High,Inclusive,34,-4.1915,2.1096
10,High,Inclusive,35,-4.3421,2.2002
10,High,Inclusive,36,-4.3788,1.5987
10,High,Inclusive,37,-4.1525,2.3638
10,High,Inclusive,38,-4.5724,1.9811
10,High,Inclusive,39,-4.1251,2.5945
10,High,Inclusive,40,-4.2149,2.0374
11,High,Generic,1,-3.1374,1.345
11,High,Generic,2,-3.2069,0.9102
11,High,Generic,3,-3.1824,0.8793
11,High,Generic,4,-3.0916,1.3949
11,High,Generic,5,-3.0615,1.0195
11,High,Generic,6,-3.1538,0.7574
11,High,Generic,7,-2.9775,1.0544
11,High,Generic,8,-3.1371,1.7086
11,High,Generic,9,-3.0652,0.9196
11,High,Generic,10,-3.174,1.2997
11,High,Generic,11,-3.093,0.7823
11,High,Generic,12,-2.9721,0.9364
11,High,Generic,13,-2.829,1.286
11,High,Generic,14,-3.1771,1.3262
11,High,Generic,15,-3.0998,1.2406
11,High,Generic,16,-3.0373,0.9007
11,High,Generic,17,-3.2065,1.276
11,High,Generic,18,-3.1602,0.9893
11,High,Generic,19,-3.2533,1.1547
11,High,Generic,20,-2.8006,0.8565
11,High,Generic,21,-3.1064,1.3524
11,High,Generic,22,-3.1219,1.1605
11,High,Generic,23,-3.2694,1.1557
11,High,Generic,24,-3.1381,1.2671
11,High,Generic,25,-2.9319,1.5879
11,High,Generic,26,-3.0231,1.1352
11,High,Generic,27,-3.0808,0.9994
11,High,Generic,28,-3.0592,1.0109
11,High,Generic,29,-3.0847,1.3335
11,High,Generic,30,-3.261,1.298
11,High,Generic,31,-2.9124,1.0464
11,High,Generic,32,-3.4283,0.9484
11,High,Generic,33,-2.9155,1.0654
11,High,Generic,34,-3.2599,0.969
11,High,Generic,35,-2.9839,1.1793
11,High,Generic,36,-3.1458,0.9966
11,High,Generic,37,-3.1688,0.8855
11,High,Generic,38,-2.8677,1.0055
11,High,Generic,39,-2.9274,1.3743
11,High,Generic,40,-2.9603,0.9837
11,High,Inclusive,1,-4.1574,2.1782
11,High,Inclusive,2,-4.3536,2.2479
11,High,Inclusive,3,-4.3949,2.4205
11,High,Inclusive,4,-4.2877,2.2232
11,High,Inclusive,5,-4.1755,2.1312
11,High,Inclusive,6,-4.13,2.088
11,High,Inclusive,7,-4.0873,1.9138
11,High,Inclusive,8,-4.199,2.5708
11,High,Inclusive,9,-4.368,2.0475
11,High,Inclusive,10,-4.1409,2.2189
11,High,Inclusive,11,-4.1654,2.2808
11,High,Inclusive,12,-4.1228,2.4049
11,High,Inclusive,13,-4.1565,2.1347
11,High,Inclusive,14,-4.1171,2.563
11,High,Inclusive,15,-4.2379,1.9881
11,High,Inclusive,16,-4.0519,2.1589
11,High,Inclusive,17,-4.5439,2.3525
11,High,Inclusive,18,-4.2983,2.1649
11,High,Inclusive,19,-4.1682,2.2211
11,High,Inclusive,20,-4.1116,2.0959
11,High,Inclusive,21,-4.141,2.1311
11,High,Inclusive,22,-4.1072,2.3061
11,High,Inclusive,23,-4.3583,2.4002
11,High,Inclusive,24,-4.2984,2.3446
11,High,Inclusive,25,-4.1629,2.5506
11,High,Inclusive,26,-4.2515,2.1131
11,High,Inclusive,27,-4.2209,2.1224
11,High,Inclusive,28,-4.098,1.8597
11,High,Inclusive,29,-4.3761,1.9694
11,High,Inclusive,30,-4.0755,2.5251
11,High,Inclusive,31,-4.2337,2.1492
11,High,Inclusive,32,-4.2075,2.4154
11,High,Inclusive,33,-4.3571,2.2307
11,High,Inclusive,34,-4.0717,2.2832
11,High,Inclusive,35,-4.1896,2.3832
11,High,Inclusive,36,-4.6235,2.3186
11,High,Inclusive,37,-4.3161,1.8169
11,High,Inclusive,38,-4.1413,2.4577
11,High,Inclusive,39,-4.2386,2.3736
11,High,Inclusive,40,-3.9762,2.446
12,High,Generic,1,-2.864,1.2184
12,High,Generic,2,-3.0987,0.7496
12,High,Generic,3,-3.1469,0.9014
12,High,Generic,4,-2.7844,1.0348
12,High,Generic,5,-3.0915,1.1803
12,High,Generic,6,-3.1035,1.409
12,High,Generic,7,-3.2034,1.1089
12,High,Generic,8,-3.2214,0.806
12,High,Generic,9,-3.2018,1.0626
12,High,Generic,10,-3.1744,0.9315
12,High,Generic,11,-3.3209,1.0534
12,High,Generic,12,-3.3357,1.222
12,High,Generic,13,-3.0976,0.7785
12,High,Generic,14,-3.1564,0.9196
12,High,Generic,15,-3.0621,1.3381
12,High,Generic,16,-3.3913,1.093
12,High,Generic,17,-3.134,1.2043
12,High,Generic,18,-3.078,0.9196
12,High,Generic,19,-3.1579,0.9108
12,High,Generic,20,-2.9486,1.0743
12,High,Generic,21,-2.8248,1.0579
12,High,Generic,22,-3.2163,0.7673
12,High,Generic,23,-3.3805,0.7532
12,High,Generic,24,-3.0699,1.1717
12,High,Generic,25,-3.3472,1.249
12,High,Generic,26,-3.1825,1.0994
12,High,Generic,27,-2.8682,1.2494
12,High,Generic,28,-3.1503,0.8918
12,High,Generic,29,-3.4328,0.9262
12,High,Generic,30,-3.1417,0.8726
12,High,Generic,31,-3.1297,1.0854
12,High,Generic,32,-3.1437,0.94
12,High,Generic,33,-3.0847,1.1584
12,High,Generic,34,-3.2736,1.3522
12,High,Generic,35,-3.1248,1.0738
12,High,Generic,36,-3.0038,1.1166
12,High,Generic,37,-2.967,1.1274
12,High,Generic,38,-3.2019,1.1423
12,High,Generic,39,-3.2816,1.0917
12,High,Generic,40,-3.115,1.0284
12,High,Inclusive,1,-4.2373,1.8066
12,High,Inclusive,2,-4.3003,2.2016
12,High,Inclusive,3,-4.194,1.9775
12,High,Inclusive,4,-4.0281,2.0098
12,High,Inclusive,5,-4.0726,2.2684
12,High,Inclusive,6,-4.3149,2.5381
12,High,Inclusive,7,-4.397,2.3668
12,High,Inclusive,8,-4.0679,2.0489
12,High,Inclusive,9,-4.0091,2.133
12,High,Inclusive,10,-4.1747,2.2351
12,High,Inclusive,11,-4.2381,2.3452
12,High,Inclusive,12,-4.099,1.8333
12,High,Inclusive,13,-4.0223,1.8505
12,High,Inclusive,14,-4.0631,2.4083
12,High,Inclusive,15,-4.3816,2.1008
12,High,Inclusive,16,-4.3839,2.14
12,High,Inclusive,17,-4.2642,2.3389
12,High,Inclusive,18,-4.0215,2.4621
12,High,Inclusive,19,-4.3023,2.1412
12,High,Inclusive,20,-4.4705,2.0218
12,High,Inclusive,21,-4.0733,2.5061
12,High,Inclusive,22,-4.4032,2.0645
12,High,Inclusive,23,-4.222,2.239
12,High,Inclusive,24,-4.3394,2.2678
12,High,Inclusive,25,-4.2891,2.1801
12,High,Inclusive,26,-4.1361,2.1843
12,High,Inclusive,27,-4.2835,2.1611
12,High,Inclusive,28,-4.2313,2.109
12,High,Inclusive,29,-4.2568,2.5027
12,High,Inclusive,30,-4.1339,2.1239
12,High,Inclusive,31,-4.1135,2.1162
12,High,Inclusive,32,-4.042,2.2569
12,High,Inclusive,33,-4.2341,2.2725
12,High,Inclusive,34,-4.4536,1.9576
12,High,Inclusive,35,-4.3971,2.2116
12,High,Inclusive,36,-3.9581,2.6293
12,High,Inclusive,37,-4.1223,2.2832
12,High,Inclusive,38,-4.4882,2.0745
12,High,Inclusive,39,-4.3362,2.0588
12,High,Inclusive,40,-4.2432,2.0886
13,High,Generic,1,-3.4069,1.2196
13,High,Generic,2,-3.2709,1.1178
13,High,Generic,3,-2.7989,0.8861
13,High,Generic,4,-3.4895,1.0128
13,High,Generic,5,-2.9449,1.4617
13,High,Generic,6,-3.2944,1.1693
13,High,Generic,7,-3.1798,1.0488
13,High,Generic,8,-2.7133,0.7694
13,High,Generic,9,-3.0719,1.1635
13,High,Generic,10,-2.9471,1.0896
13,High,Generic,11,-3.0638,0.9917
13,High,Generic,12,-3.0696,1.0014
13,High,Generic,13,-3.0168,0.9961
13,High,Generic,14,-3.0534,1.0641
13,High,Generic,15,-2.9411,1.0597
13,High,Generic,16,-3.376,1.3224
13,High,Generic,17,-3.2459,0.9392
13,High,Generic,18,-3.1993,1.3449
13,High,Generic,19,-3.4304,1.6975
13,High,Generic,20,-2.9516,1.1146
13,High,Generic,21,-3.1182,1.1271
13,High,Generic,22,-3.0318,1.199
13,High,Generic,23,-3.0267,1.0879
13,High,Generic,24,-3.1396,1.0397
13,High,Generic,25,-3.1392,1.2968
13,High,Generic,26,-3.021,0.4819
13,High,Generic,27,-3.0116,1.1089
13,High,Generic,28,-3.1128,0.9923
13,High,Generic,29,-2.9414,1.2595
13,High,Generic,30,-3.2259,1.1514
13,High,Generic,31,-3.2557,0.7941
13,High,Generic,32,-3.204,1.2425
13,High,Generic,33,-2.967,1.1726
13,High,Generic,34,-3.0012,1.1732
13,High,Generic,35,-3.2062,1.1564
13,High,Generic,36,-2.9899,1.2209
13,High,Generic,37,-2.9317,1.2117
13,High,Generic,38,-3.0573,1.284
13,High,Generic,39,-3.114,0.8936
13,High,Generic,40,-3.1345,0.921
13,High,Inclusive,1,-4.3193,2.1541
13,High,Inclusive,2,-4.3369,2.1214
13,High,Inclusive,3,-4.502,2.2257
13,High,Inclusive,4,-4.2178,2.0196
13,High,Inclusive,5,-4.1191,2.3705
13,High,Inclusive,6,-4.4591,2.0305
13,High,Inclusive,7,-4.3334,1.995
13,High,Inclusive,8,-4.0936,2.1442
13,High,Inclusive,9,-4.2577,1.7822
13,High,Inclusive,10,-4.1227,1.9351
13,High,Inclusive,11,-4.209,2.2385
13,High,Inclusive,12,-4.0139,1.9212
13,High,Inclusive,13,-4.6709,2.2198
13,High,Inclusive,14,-3.9479,2.4308
13,High,Inclusive,15,-4.1866,2.0847
13,High,Inclusive,16,-4.0969,1.9883
13,High,Inclusive,17,-4.1465,2.2841
13,High,Inclusive,18,-4.059,2.7349
13,High,Inclusive,19,-4.1591,2.0812
13,High,Inclusive,20,-4.2218,1.8292
13,High,Inclusive,21,-4.3222,2.1011
13,High,Inclusive,22,-4.2966,2.2135
13,High,Inclusive,23,-4.3414,2.4072
13,High,Inclusive,24,-4.218,2.1811
13,High,Inclusive,25,-4.2672,2.214
13,High,Inclusive,26,-4.0942,2.0096
13,High,Inclusive,27,-4.3167,2.1223
13,High,Inclusive,28,-4.4199,2.0191
13,High,Inclusive,29,-4.2894,2.3579
13,High,Inclusive,30,-4.1786,2.2217
13,High,Inclusive,31,-4.0904,2.1555
13,High,Inclusive,32,-4.1594,2.1624
13,High,Inclusive,33,-4.1782,2.0664
13,High,Inclusive,34,-4.5838,2.1561
13,High,Inclusive,35,-4.0046,2.3682
13,High,Inclusive,36,-4.0732,2.4302
13,High,Inclusive,37,-4.2047,2.2225
13,High,Inclusive,38,-4.3106,2.1198
13,High,Inclusive,39,-4.1256,2.4238
13,High,Inclusive,40,-4.2389,2.093
14,High,Generic,1,-3.1099,1.1902
14,High,Generic,2,-3.3266,0.6108
14,High,Generic,3,-3.1926,0.8259
14,High,Generic,4,-3.1862,1.0404
14,High,Generic,5,-3.178,1.3605
14,High,Generic,6,-3.061,1.1301
14,High,Generic,7,-3.0167,0.8422
14,High,Generic,8,-2.9541,1.0548
14,High,Generic,9,-3.0094,0.8556
14,High,Generic,10,-3.3431,1.2336
14,High,Generic,11,-3.0535,0.8896
14,High,Generic,12,-3.2404,1.2951
14,High,Generic,13,-3.2884,1.3985
14,High,Generic,14,-3.2451,1.1977
14,High,Generic,15,-3.1593,1.1906
14,High,Generic,16,-3.1916,1.0374
14,High,Generic,17,-3.1039,0.8696
14,High,Generic,18,-2.9989,0.9674
14,High,Generic,19,-3.1443,0.8711
14,High,Generic,20,-3.4944,1.0318
14,High,Generic,21,-2.7481,1.2269
14,High,Generic,22,-3.1129,1.0174
14,High,Generic,23,-3.1066,1.1794
14,High,Generic,24,-3.2871,1.2929
14,High,Generic,25,-3.0027,1.2136
14,High,Generic,26,-3.0442,1.0739
14,High,Generic,27,-3.0091,1.1884
14,High,Generic,28,-3.1631,0.9553
14,High,Generic,29,-3.0947,1.3798
14,High,Generic,30,-3.2959,0.7765
14,High,Generic,31,-3.0853,1.0802
14,High,Generic,32,-3.084,1.1188
14,High,Generic,33,-3.1435,1.368
14,High,Generic,34,-3.3501,0.9043
14,High,Generic,35,-3.1255,0.7414
14,High,Generic,36,-3.1364,1.4023
14,High,Generic,37,-3.1069,1.1161
14,High,Generic,38,-3.299,0.9467
14,High,Generic,39,-3.1663,1.0065
14,High,Generic,40,-2.9178,1.1815
14,High,Inclusive,1,-4.3847,2.2323
14,High,Inclusive,2,-4.1433,2.411
14,High,Inclusive,3,-3.9809,1.98
14,High,Inclusive,4,-4.3396,1.9315
14,High,Inclusive,5,-4.2531,2.2763
14,High,Inclusive,6,-4.0699,2.1678
14,High,Inclusive,7,-4.266,2.2134
14,High,Inclusive,8,-4.3433,2.6009
14,High,Inclusive,9,-4.4591,2.2199
14,High,Inclusive,10,-3.9145,2.1844
14,High,Inclusive,11,-4.2465,2.1115
14,High,Inclusive,12,-4.2451,2.4576
14,High,Inclusive,13,-4.5498,2.4897
14,High,Inclusive,14,-4.4316,2.1297
14,High,Inclusive,15,-4.2824,2.3007
14,High,Inclusive,16,-4.4577,2.2754
14,High,Inclusive,17,-3.9144,1.9104
14,High,Inclusive,18,-4.1895,2.0506
14,High,Inclusive,19,-4.1541,2.1868
14,High,Inclusive,20,-4.3142,2.2806
14,High,Inclusive,21,-3.9473,2.1448
14,High,Inclusive,22,-4.11,1.9243
14,High,Inclusive,23,-4.3615,2.2775
14,High,Inclusive,24,-3.9954,2.2541
14,High,Inclusive,25,-4.265,2.1829
14,High,Inclusive,26,-4.4056,2.3039
14,High,Inclusive,27,-4.0857,2.0926
14,High,Inclusive,28,-4.2885,2.2362
14,High,Inclusive,29,-4.2835,2.1698
14,High,Inclusive,30,-3.903,2.1336
14,High,Inclusive,31,-4.2718,2.0535
14,High,Inclusive,32,-4.1064,2.1468
14,High,Inclusive,33,-4.3154,2.4473
14,High,Inclusive,34,-4.0051,2.0629
14,High,Inclusive,35,-4.498,2.3845
14,High,Inclusive,36,-4.3207,2.3411
14,High,Inclusive,37,-4.5135,2.3615
14,High,Inclusive,38,-4.3997,2.3292
14,High,Inclusive,39,-4.2159,1.9922
14,High,Inclusive,40,-4.2791,2.3203
15,High,Generic,1,-3.0941,1.1869
15,High,Generic,2,-2.8135,0.7572
15,High,Generic,3,-2.8674,1.0909
15,High,Generic,4,-3.2448,0.8039
15,High,Generic,5,-3.1384,1.2543
15,High,Generic,6,-3.1291,1.3722
15,High,Generic,7,-3.3277,1.0676
15,High,Generic,8,-3.2979,1.1427
15,High,Generic,9,-2.977,0.9858
15,High,Generic,10,-3.5006,1.1098
15,High,Generic,11,-3.0445,1.1509
15,High,Generic,12,-2.9246,0.8558
15,High,Generic,13,-3.008,1.3085
15,High,Generic,14,-3.3768,1.1339
15,High,Generic,15,-3.1856,1.0537
15,High,Generic,16,-3.0578,0.9726
15,High,Generic,17,-3.2114,1.0768
15,High,Generic,18,-3.2731,0.8528
15,High,Generic,19,-3.0081,0.8402
15,High,Generic,20,-3.0101,1.1625
15,High,Generic,21,-3.3689,0.9345
15,High,Generic,22,-2.9309,0.8738
15,High,Generic,23,-3.1797,1.1624
15,High,Generic,24,-2.9925,1.0197
15,High,Generic,25,-3.1996,1.3545
15,High,Generic,26,-2.8492,1.2658
15,High,Generic,27,-3.0972,0.9083
15,High,Generic,28,-3.2346,1.1745
15,High,Generic,29,-3.0472,1.3503
15,High,Generic,30,-3.0124,0.7694
15,High,Generic,31,-2.9522,0.8704
15,High,Generic,32,-3.1676,1.12
15,High,Generic,33,-2.8106,1.692
15,High,Generic,34,-3.019,1.0334
15,High,Generic,35,-3.0298,1.2475
15,High,Generic,36,-3.1581,1.429
15,High,Generic,37,-3.0755,1.1695
15,High,Generic,38,-3.0101,1.1543
15,High,Generic,39,-2.9842,0.9465
15,High,Generic,40,-3.1937,0.85
15,High,Inclusive,1,-4.1521,2.3388
15,High,Inclusive,2,-4.1493,2.5179
15,High,Inclusive,3,-4.2188,2.3167
15,High,Inclusive,4,-4.3818,2.1056
15,High,Inclusive,5,-4.1137,2.3528
15,High,Inclusive,6,-4.2621,2.1687
15,High,Inclusive,7,-4.4457,2.1116
15,High,Inclusive,8,-4.0844,2.298
15,High,Inclusive,9,-4.1429,2.193
15,High,Inclusive,10,-4.2169,2.0509
15,High,Inclusive,11,-4.1132,2.2672
15,High,Inclusive,12,-4.1442,2.0778
15,High,Inclusive,13,-4.541,2.4024
15,High,Inclusive,14,-4.2898,2.0104
15,High,Inclusive,15,-4.114,2.1046
15,High,Inclusive,16,-4.059,2.3064
15,High,Inclusive,17,-4.1155,1.9098
15,High,Inclusive,18,-4.0362,2.2353
15,High,Inclusive,19,-4.2734,2.2117
15,High,Inclusive,20,-4.4844,2.2647
15,High,Inclusive,21,-4.3724,1.9125
15,High,Inclusive,22,-4.4464,2.4055
15,High,Inclusive,23,-4.3124,2.4897
15,High,Inclusive,24,-4.2984,1.8415
15,High,Inclusive,25,-4.3855,2.4302
15,High,Inclusive,26,-4.2414,2.0733
15,High,Inclusive,27,-4.194,2.2834
15,High,Inclusive,28,-4.0504,2.4727
15,High,Inclusive,29,-4.272,1.9178
15,High,Inclusive,30,-4.28,2.2351
15,High,Inclusive,31,-4.3626,1.9916
15,High,Inclusive,32,-4.1664,2.1733
15,High,Inclusive,33,-4.2131,2.0313
15,High,Inclusive,34,-4.2526,1.9982
15,High,Inclusive,35,-4.0845,2.39
15,High,Inclusive,36,-4.4949,1.9971
15,High,Inclusive,37,-4.4425,2.053
15,High,Inclusive,38,-4.2305,1.8931
15,High,Inclusive,39,-4.3563,1.9822
15,High,Inclusive,40,-4.1869,2.1969
16,High,Generic,1,-3.2183,1.1054
16,High,Generic,2,-3.192,1.0157
16,High,Generic,3,-2.859,1.3381
16,High,Generic,4,-3.3049,1.2359
16,High,Generic,5,-2.9883,0.8403
16,High,Generic,6,-2.9872,1.3776
16,High,Generic,7,-3.2784,0.8865
16,High,Generic,8,-2.9574,1.1243
16,High,Generic,9,-3.0273,1.1381
16,High,Generic,10,-3.0514,0.8047
16,High,Generic,11,-2.9529,1.3039
16,High,Generic,12,-3.1444,1.0613
16,High,Generic,13,-3.3397,1.1729
16,High,Generic,14,-3.0242,1.0576
16,High,Generic,15,-2.9413,1.0032
16,High,Generic,16,-3.0253,0.8661
16,High,Generic,17,-3.1135,1.0351
16,High,Generic,18,-3.0762,0.9961
16,High,Generic,19,-3.1297,1.2352
16,High,Generic,20,-3.1755,0.7487
16,High,Generic,21,-2.8476,1.3463
16,High,Generic,22,-3.3038,1.2079
16,High,Generic,23,-3.1854,1.1227
16,High,Generic,24,-3.0659,1.0231
16,High,Generic,25,-3.2276,0.9319
16,High,Generic,26,-3.2474,0.9036
16,High,Generic,27,-3.1201,0.9268
16,High,Generic,28,-3.0077,1.3674
16,High,Generic,29,-3.197,1.1179
16,High,Generic,30,-3.035,1.1644
16,High,Generic,31,-3.0986,1.2185
16,High,Generic,32,-3.0377,0.8225
16,High,Generic,33,-2.9796,1.2475
16,High,Generic,34,-3.2245,1.0776
16,High,Generic,35,-3.0075,1.0281
16,High,Generic,36,-2.9491,1.5428
16,High,Generic,37,-3.2279,0.7938
16,High,Generic,38,-3.0644,1.2143
16,High,Generic,39,-3.1446,1.3607
16,High,Generic,40,-3.3108,1.2086
16,High,Inclusive,1,-4.3089,2.5269
16,High,Inclusive,2,-3.9191,2.0297
16,High,Inclusive,3,-4.3004,2.3549
16,High,Inclusive,4,-4.2761,2.1739
16,High,Inclusive,5,-4.2142,1.7991
16,High,Inclusive,6,-4.2201,2.0451
16,High,Inclusive,7,-4.292,2.4717
16,High,Inclusive,8,-4.4065,2.3456
16,High,Inclusive,9,-4.2598,2.127
16,High,Inclusive,10,-4.0994,2.251
16,High,Inclusive,11,-4.1324,2.3766
16,High,Inclusive,12,-4.2677,2.0606
16,High,Inclusive,13,-4.3808,2.0179
16,High,Inclusive,14,-3.7756,2.4319
16,High,Inclusive,15,-4.4207,1.9185
16,High,Inclusive,16,-4.1457,2.2925
16,High,Inclusive,17,-4.1357,2.132
16,High,Inclusive,18,-4.2368,2.2486
16,High,Inclusive,19,-4.2051,1.7391
16,High,Inclusive,20,-4.2525,2.0127
16,High,Inclusive,21,-4.1917,2.7801
16,High,Inclusive,22,-4.1629,2.1203
16,High,Inclusive,23,-4.0797,2.2795
16,High,Inclusive,24,-4.155,2.3044
16,High,Inclusive,25,-3.9095,1.9568
16,High,Inclusive,26,-4.147,1.9977
16,High,Inclusive,27,-4.1347,1.9993
16,High,Inclusive,28,-4.2806,2.124
16,High,Inclusive,29,-4.0716,2.3667
16,High,Inclusive,30,-4.4049,2.194
16,High,Inclusive,31,-4.3244,1.9313
16,High,Inclusive,32,-4.2506,2.1213
16,High,Inclusive,33,-3.854,2.2696
16,High,Inclusive,34,-4.4246,2.07
16,High,Inclusive,35,-4.0648,2.6007
16,High,Inclusive,36,-4.4559,1.807
16,High,Inclusive,37,-3.9374,2.2609
16,High,Inclusive,38,-4.3482,2.2899
