time_s,Fp1,Fp2,F3,F4,C3,C4,O1,O2
1.3242,17.744,10.56,3.774,11.028,4.189,8.462,-4.094,-14.059
1.3281,11.205,8.54,0.975,6.262,8.334,6.952,-5.688,-9.58
1.332,13.393,13.207,0.944,7.204,9.688,5.572,-6.196,-6.297
1.3359,13.648,9.843,3.859,8.158,10.593,3.313,-6.174,-7.877
1.3398,6.751,6.58,4.428,1.522,8.327,2.741,-8.101,-10.067
1.3438,10.738,13.317,0.306,2.696,7.291,8.096,-8.19,-14.641
1.3477,7.0,17.439,2.248,2.165,7.519,2.624,-7.962,-13.182
1.3516,6.541,16.327,-2.377,-6.006,5.037,6.012,-6.661,-12.47
1.3555,1.819,15.25,-3.473,-2.379,11.063,7.481,-4.498,-14.748
1.3594,2.203,7.624,-1.865,2.915,7.013,5.99,-6.008,-11.813
1.3633,0.437,10.177,-2.943,4.365,8.008,2.989,-6.063,-12.096
1.3672,-2.699,6.523,-2.044,4.337,8.545,0.882,-9.586,-15.457
1.3711,-3.239,8.476,0.926,5.858,5.919,-1.083,-10.45,-12.613
1.375,-3.453,5.24,-4.317,4.722,8.161,-3.053,-14.605,-13.031
1.3789,-6.675,5.646,-5.466,5.903,14.045,0.077,-15.275,-9.054
1.3828,-7.287,4.506,-5.402,5.089,11.22,-3.505,-17.845,-6.546
1.3867,-9.957,7.015,-4.332,6.777,8.179,-5.94,-15.821,-13.194
1.3906,-11.148,6.857,-7.994,5.288,7.667,-6.464,-19.041,-10.49
1.3945,-11.005,6.026,-3.43,8.077,9.272,-6.855,-19.848,-10.066
1.3984,-15.035,2.293,-4.576,7.194,8.784,-9.581,-11.658,-14.147
1.4023,-12.527,2.709,-2.864,6.116,3.893,-7.128,-14.165,-11.814
1.4062,-8.708,-0.623,-4.259,2.952,9.618,-11.649,-7.946,-9.873
1.4102,-12.576,0.376,-5.469,3.203,7.563,-7.871,-8.745,-7.169
1.4141,-11.614,-0.08,-1.115,9.026,5.084,-12.356,-3.859,-5.956
1.418,-7.422,-0.063,1.607,8.135,3.905,-14.814,-2.91,-3.557
1.4219,-3.172,-2.671,0.511,7.405,10.375,-17.678,-3.078,1.485
1.4258,-1.969,-5.599,1.843,4.892,11.405,-18.949,0.468,-0.36
1.4297,2.415,-2.802,-1.694,6.774,8.834,-18.919,0.386,4.824
1.4336,1.727,4.658,0.289,3.943,11.161,-15.84,6.825,10.17
1.4375,0.991,2.86,0.804,7.463,16.68,-12.004,5.224,10.394
1.4414,-0.298,4.761,2.017,8.339,9.013,-13.945,3.168,6.606
1.4453,3.131,12.148,-1.357,7.568,6.355,-13.366,6.858,9.223
1.4492,-1.624,13.006,-3.048,4.574,4.84,-9.438,8.804,10.672
1.4531,-5.137,10.687,-7.75,0.376,8.982,-5.288,10.979,8.182
1.457,1.49,9.197,-7.922,5.09,4.909,-2.656,9.498,6.22
1.4609,-3.666,8.625,-9.244,11.626,3.329,-1.045,13.295,9.22
1.4648,-3.303,9.141,-9.991,8.346,-1.324,1.059,8.155,9.696
1.4688,-0.897,12.322,-11.113,12.015,-0.628,0.668,3.941,3.528
1.4727,-6.184,10.345,-15.064,16.302,-5.26,1.7,6.898,5.195
1.4766,-5.286,10.617,-14.815,15.89,-3.637,-5.325,5.362,7.629
1.4805,-6.943,10.42,-16.235,21.086,-4.669,-3.251,4.647,5.661
1.4844,-7.514,4.483,-17.599,16.236,-4.877,-0.031,-0.649,0.794
1.4883,-7.689,7.466,-17.28,16.692,-9.91,-2.971,2.787,2.902
1.4922,-9.598,4.847,-14.897,20.882,-14.282,-1.351,3.463,-2.531
1.4961,-11.099,-0.489,-16.779,14.72,-14.457,-3.353,2.911,-4.988
1.5,-14.694,-1.773,-21.556,15.155,-18.791,-0.685,6.371,-6.571
1.5039,-16.596,-2.922,-19.335,14.541,-20.821,-1.669,10.061,-0.511
1.5078,-12.227,-3.77,-19.486,16.826,-15.405,-2.264,9.232,-4.125
1.5117,-13.587,-8.007,-20.839,16.429,-18.429,-7.125,9.947,-1.486
1.5156,-11.327,-10.017,-14.693,15.971,-17.746,-9.396,8.998,-0.506
1.5195,-9.443,-7.519,-13.574,12.973,-13.61,-12.698,3.744,-0.028
1.5234,-8.662,-14.575,-13.564,14.042,-9.46,-17.0,6.438,2.63
1.5273,-6.025,-12.833,-8.179,17.334,-8.176,-11.695,8.012,5.725
1.5312,-7.01,-12.935,-7.384,8.665,-3.359,-13.049,5.648,7.656
1.5352,-7.614,-15.218,-6.819,5.64,-5.362,-15.079,4.948,6.977
1.5391,-11.75,-12.913,-4.768,0.551,-5.505,-11.795,7.232,6.673
1.543,-11.897,-14.711,-4.824,-1.238,-5.189,-15.42,3.139,7.616
1.5469,-11.539,-7.456,-1.867,-3.918,-7.364,-16.746,4.687,7.502
1.5508,-10.295,-11.463,-3.918,-7.499,-1.994,-9.059,6.945,9.286
1.5547,-12.974,-7.008,-4.541,-7.914,-8.53,-11.429,10.377,11.585
1.5586,-11.828,-12.505,-4.488,-4.181,-5.311,-7.855,9.968,10.64
1.5625,-14.028,-11.166,-6.63,-4.237,-4.802,-6.967,10.27,8.331
1.5664,-13.583,-13.066,-4.417,-6.161,-6.52,-7.477,4.304,5.503
1.5703,-10.522,-12.081,-5.485,-7.959,-4.973,-7.403,2.429,8.842
1.5742,-14.536,-12.346,0.786,-2.866,0.944,-7.973,4.566,9.005
1.5781,-12.01,-10.658,-2.841,-5.321,0.263,-7.208,1.809,11.756
1.582,-12.342,-10.298,-0.371,-7.796,-3.801,-8.821,2.232,14.469
1.5859,-14.825,-12.222,0.325,-1.914,-5.02,-5.983,-0.459,13.61
1.5898,-12.174,-9.953,1.404,-0.914,-8.638,-9.367,3.737,15.627
1.5938,-8.994,-9.682,-1.802,-8.437,-6.199,-2.904,6.933,11.328
1.5977,-9.602,-3.203,0.12,-6.4,-8.949,-7.799,3.706,13.473
1.6016,-6.598,-8.545,2.597,-5.722,-12.985,-3.961,10.566,11.351
1.6055,-2.866,-6.873,1.878,-3.648,-9.743,-4.215,10.998,12.77
1.6094,-0.667,-12.044,0.718,-4.743,-10.23,-2.265,9.098,10.33
1.6133,-1.486,-11.91,1.07,-3.805,-9.953,-1.205,11.121,9.026
1.6172,4.144,-14.586,0.756,0.145,-11.648,-3.312,10.718,10.597
1.6211,5.18,-11.559,6.248,-2.421,-10.587,-0.532,12.036,12.548
1.625,6.844,-8.93,5.544,-1.105,-3.65,-1.769,14.221,13.102
1.6289,9.757,-5.174,7.159,-4.966,-5.935,-1.501,18.065,14.046
1.6328,8.777,-6.881,4.709,-5.641,-4.063,1.15,12.057,17.447
1.6367,9.499,-2.94,5.767,-1.707,-7.171,5.591,13.752,13.572
1.6406,9.787,-2.067,6.572,-3.717,-5.546,6.476,12.361,10.329
1.6445,11.773,2.4,6.203,-4.227,-10.251,4.204,11.372,8.786
1.6484,13.707,0.669,5.069,-9.162,-8.262,7.679,14.478,8.752
1.6523,7.451,5.758,0.532,-10.852,-9.898,13.011,14.8,5.97
1.6562,10.278,-0.975,-3.173,-6.231,-9.456,15.329,10.827,6.169
1.6602,6.123,-2.745,1.721,-10.497,-6.96,13.712,12.593,5.941
1.6641,7.98,-4.204,3.711,-3.203,-11.578,16.944,6.85,3.579
1.668,6.332,3.08,0.523,-1.934,-8.753,12.424,5.502,-0.937
1.6719,3.182,0.438,-2.416,-2.498,-5.908,15.705,4.721,-3.403
1.6758,8.864,-2.013,-1.427,-5.509,-7.44,13.73,0.641,-2.348
1.6797,4.996,0.319,0.665,-5.408,-4.523,10.404,-1.941,-0.3
1.6836,3.135,-1.826,2.211,-3.578,-5.686,11.329,-5.465,-1.124
1.6875,-0.502,0.159,-2.286,-5.501,-7.425,10.309,-6.559,-4.563
1.6914,-1.752,-6.876,0.908,-5.616,-6.837,10.293,-7.455,-5.636
1.6953,-0.523,-4.364,2.285,-4.241,-4.494,8.389,-8.426,-6.715
1.6992,-1.685,-5.697,3.728,-6.374,-8.555,6.026,-9.04,-12.014
1.7031,-0.224,-10.859,1.21,-11.225,-8.168,5.45,-7.264,-7.874
1.707,0.14,-7.558,-0.606,-8.08,-7.514,8.815,-9.6,-10.776
1.7109,2.397,-12.514,5.808,-8.112,-2.702,6.642,-8.752,-7.709
1.7148,0.078,-11.482,10.131,-5.812,-0.874,3.623,-6.995,-7.74
1.7188,-0.109,-7.903,11.381,-8.401,-1.334,1.19,-7.794,-11.826
1.7227,7.787,-12.316,15.353,-8.93,-0.606,-2.418,-9.544,-7.465
1.7266,7.537,-11.412,15.521,-11.725,6.295,-1.279,-6.163,-4.979
1.7305,11.785,-9.326,16.0,-11.887,11.708,3.936,-7.235,-3.465
1.7344,10.314,-6.102,20.866,-17.168,12.053,1.955,-8.212,3.213
1.7383,8.593,-6.762,20.781,-15.747,13.199,-0.348,-10.088,5.526
1.7422,9.131,-3.642,21.771,-17.139,12.326,-0.016,-4.513,0.086
1.7461,12.647,2.934,23.487,-19.537,16.222,-3.119,-4.827,1.739
1.75,13.639,3.787,16.792,-19.67,15.687,7.265,-1.013,3.071
1.7539,10.117,-0.13,15.57,-19.353,16.336,9.598,1.429,0.888
1.7578,10.212,1.747,15.154,-18.182,14.731,9.182,-4.826,0.405
1.7617,11.73,7.73,12.937,-16.569,14.251,8.3,-5.648,-0.75
1.7656,8.062,6.943,15.718,-14.861,13.298,8.565,-10.634,-0.221
1.7695,11.457,6.677,13.856,-8.932,10.608,11.18,-4.901,-0.189
1.7734,12.225,9.808,11.523,-8.598,13.885,10.111,-6.515,-0.908
1.7773,13.893,11.423,12.022,-9.356,15.045,12.452,-7.992,-0.548
1.7812,11.36,13.511,10.317,-5.235,14.917,12.259,-10.839,-1.686
1.7852,8.475,9.966,10.312,-5.698,11.352,14.565,-9.063,-6.232
1.7891,5.862,12.105,8.202,-0.105,6.007,13.243,-9.139,-3.832
1.793,6.804,15.672,7.305,0.358,4.142,13.828,-8.007,-10.983
1.7969,8.158,15.682,5.382,-0.298,3.505,8.1,-7.982,-9.198
1.8008,9.094,16.457,2.093,4.188,3.81,10.5,-5.236,-9.863
1.8047,14.039,10.979,-1.134,-0.23,2.128,12.905,-4.841,-13.946
1.8086,12.485,11.816,-0.219,5.522,-1.163,15.525,-1.234,-13.187
1.8125,8.486,11.567,-1.046,10.725,-2.129,15.491,-2.627,-8.263
1.8164,11.895,9.79,4.457,10.009,-3.886,8.852,-7.287,-12.987
1.8203,11.969,9.37,5.234,8.133,-4.317,5.535,-2.962,-14.75
1.8242,13.942,9.281,4.501,5.476,4.123,1.406,-3.397,-9.228
1.8281,15.702,7.84,3.854,4.486,11.245,6.659,-4.553,-10.601
1.832,15.814,9.287,2.531,6.127,11.335,3.892,-4.767,-11.871
1.8359,11.787,12.365,0.065,5.271,5.839,10.756,-2.484,-7.344
1.8398,12.042,10.812,2.222,4.219,7.775,2.91,-9.902,-11.685
1.8438,5.502,10.822,2.48,3.087,4.582,8.359,-4.646,-10.869
1.8477,6.276,12.565,1.366,1.231,5.401,6.141,-7.789,-14.151
1.8516,10.043,13.577,-0.373,0.758,6.111,3.727,-3.896,-11.349
1.8555,3.407,10.841,-1.663,-2.901,7.932,7.224,-5.568,-12.397
1.8594,3.441,10.634,-6.083,-0.651,7.292,8.155,-9.308,-18.301
1.8633,-1.517,9.398,-5.924,2.04,7.502,4.542,-10.149,-13.102
1.8672,-2.003,9.745,-0.734,3.197,8.513,4.128,-9.966,-14.979
1.8711,-3.822,10.874,-1.349,7.766,7.736,1.642,-14.783,-11.232
1.875,-4.334,9.778,-3.691,4.757,10.08,-0.442,-16.966,-12.021
1.8789,-6.508,5.066,-3.709,1.565,8.763,-2.612,-17.617,-9.836
1.8828,-6.131,4.051,-4.164,6.557,7.95,-5.837,-15.586,-12.036
1.8867,-11.355,5.066,-3.76,7.637,6.343,-5.046,-13.972,-12.587
1.8906,-10.584,4.353,-2.339,6.302,9.218,-6.326,-22.01,-12.081
1.8945,-10.834,3.195,2.054,3.123,6.424,-11.943,-11.306,-13.397
1.8984,-12.185,4.111,-3.107,7.667,3.173,-8.554,-14.303,-9.53
1.9023,-12.85,2.383,-3.107,1.216,6.699,-9.125,-10.506,-10.97
1.9062,-10.763,-0.475,-8.336,5.089,3.851,-11.7,-9.697,-11.15
1.9102,-11.706,-1.995,-5.238,5.511,8.951,-10.88,-6.991,-8.558
1.9141,-8.098,-0.08,0.163,7.674,4.232,-12.962,-5.727,-3.313
1.918,-11.489,-1.777,0.965,10.461,7.651,-10.857,-7.534,-3.495
1.9219,-5.532,3.783,-6.73,7.871,10.445,-15.852,-5.748,-0.632
1.9258,-5.973,0.221,4.177,5.042,8.542,-14.421,0.345,5.552
1.9297,-3.233,0.152,6.593,8.135,11.901,-15.821,-2.733,4.942
1.9336,2.741,1.823,-1.522,4.852,12.732,-18.062,3.238,4.359
1.9375,1.097,4.176,5.327,6.522,10.658,-11.835,2.991,7.583
1.9414,-2.845,7.133,-3.675,2.995,9.702,-13.339,3.048,9.207
1.9453,-4.529,13.016,2.41,2.239,5.179,-10.941,10.663,7.605
1.9492,-7.143,8.785,-2.038,3.26,7.965,-9.726,7.2,4.898
1.9531,-2.217,12.356,-9.999,3.877,4.466,-4.373,9.219,10.312
1.957,3.123,10.199,-7.372,1.291,3.912,0.166,12.438,8.563
1.9609,-1.88,5.747,-7.793,8.341,2.354,1.078,10.985,8.248
1.9648,-4.638,10.228,-10.068,8.444,-0.482,2.166,10.939,7.089
1.9688,-2.586,11.657,-9.968,14.693,-2.438,1.625,9.303,2.703
1.9727,-6.102,7.786,-12.805,12.771,-2.279,-6.402,8.056,5.722
1.9766,-3.377,9.147,-17.298,12.409,-2.585,-4.462,6.626,7.264
1.9805,-3.542,4.631,-14.037,16.277,-2.253,-5.156,4.966,7.711
1.9844,-6.098,4.305,-13.293,15.869,-7.71,-0.164,6.844,5.731
1.9883,-6.986,8.053,-15.17,21.209,-10.22,-3.449,4.265,3.041
1.9922,-9.957,4.503,-21.724,18.435,-11.166,-4.051,2.819,-4.048
1.9961,-10.315,2.326,-21.433,16.809,-15.566,-4.2,7.139,-2.477
2.0,-13.245,2.943,-21.272,16.732,-18.108,-3.078,5.353,-5.029
2.0039,-10.18,-1.931,-23.878,12.662,-15.192,-6.725,9.459,-0.327
2.0078,-9.078,-5.774,-20.678,12.175,-17.48,-6.904,10.652,-0.195
2.0117,-14.584,-6.756,-18.44,16.017,-20.095,-6.298,10.47,-4.054
2.0156,-14.021,-12.709,-19.251,12.858,-16.222,-6.803,8.163,-1.756
2.0195,-8.175,-13.231,-11.699,11.578,-12.409,-12.138,5.781,0.145
2.0234,-9.321,-11.729,-9.542,13.286,-15.514,-15.572,5.432,3.838
2.0273,-4.737,-10.84,-10.185,10.332,-7.2,-18.935,5.533,1.612
2.0312,-8.354,-11.067,-8.163,4.775,-12.29,-12.634,2.186,2.961
2.0352,-5.764,-15.075,-10.263,4.203,-7.168,-15.861,7.967,8.573
2.0391,-10.077,-11.095,-5.358,1.339,-2.429,-16.699,6.66,3.309
2.043,-11.021,-13.08,-3.371,3.59,-6.327,-17.59,7.754,8.144
2.0469,-8.803,-6.624,-2.749,-1.679,-4.613,-15.947,6.629,8.939
2.0508,-12.66,-12.368,-3.074,-7.272,-2.381,-12.997,9.609,10.899
2.0547,-14.069,-8.414,-4.385,-6.73,-7.072,-9.35,6.721,8.136
2.0586,-13.767,-13.753,-5.731,-10.449,-3.995,-9.881,7.192,10.275
2.0625,-12.592,-9.195,-3.749,-8.076,-4.719,-7.007,3.253,11.255
2.0664,-16.479,-11.777,-0.624,-5.633,-1.216,-8.741,5.88,7.513
2.0703,-10.906,-14.052,-1.256,-4.638,-6.541,-4.656,2.835,12.211
2.0742,-11.627,-12.223,0.292,-5.736,-3.498,-12.544,1.711,12.243
2.0781,-7.121,-9.333,-0.789,-4.727,-3.802,-7.984,4.076,12.005
2.082,-14.166,-8.829,-1.93,-4.186,-4.499,-6.891,2.588,14.267
2.0859,-11.731,-10.795,0.629,-3.666,-1.826,-8.633,0.389,13.162
2.0898,-14.19,-9.614,-0.911,-3.558,-6.03,-6.165,8.245,13.471
2.0938,-12.145,-6.945,1.378,-4.437,-8.72,-4.489,3.777,9.641
2.0977,-8.537,-7.539,0.307,-4.287,-9.485,-4.801,3.598,10.109
2.1016,-7.352,-10.953,-1.352,-4.68,-10.179,-0.499,7.183,8.679
2.1055,-5.552,-11.589,-2.207,-4.72,-10.893,-5.933,10.77,8.723
2.1094,-3.641,-11.183,-2.272,-6.069,-13.637,-2.489,12.279,11.391
2.1133,-0.941,-9.998,-2.896,-4.138,-12.397,1.719,15.515,9.382
2.1172,-0.58,-8.712,3.532,-0.512,-12.22,-0.43,12.472,13.096
2.1211,6.409,-9.106,5.274,1.459,-11.357,-1.74,16.38,13.756
2.125,9.844,-8.776,7.56,-1.884,-7.312,0.243,12.517,12.828
2.1289,11.715,-6.848,4.975,-3.566,-5.469,-4.408,15.22,16.476
2.1328,12.851,-8.659,9.766,-2.488,-6.615,3.008,16.963,15.074
2.1367,11.868,-6.014,5.353,-5.492,-6.38,5.281,17.112,12.375
2.1406,14.574,-4.997,4.494,-1.604,-2.609,3.341,16.777,12.202
2.1445,9.991,-3.352,3.723,-5.698,-3.099,11.74,13.364,10.929
2.1484,9.651,1.454,0.614,-9.436,-9.446,9.433,14.276,10.264
2.1523,8.708,1.348,4.756,-9.596,-9.31,7.676,9.838,8.25
2.1562,7.428,1.371,2.256,-10.006,-10.365,15.385,14.063,8.441
2.1602,5.715,-0.12,-0.327,-4.828,-7.347,14.373,14.74,2.778
2.1641,5.253,-1.298,-3.059,-6.111,-11.15,17.776,11.055,1.677
2.168,6.453,-0.469,3.251,-4.265,-9.71,15.301,5.306,3.673
2.1719,7.512,-1.286,-0.472,-3.071,-4.948,11.902,5.58,-4.657
2.1758,7.109,-0.519,-0.418,-5.615,-7.406,15.676,-1.053,-2.101
2.1797,4.675,-3.631,2.521,-3.387,-5.098,14.547,-3.729,-3.754
2.1836,6.003,-2.462,0.847,-2.609,-5.707,10.732,-5.344,-3.293
2.1875,3.117,-2.436,4.542,-6.019,-8.835,11.098,-8.937,-6.137
2.1914,-0.763,-5.12,1.654,-3.187,-6.219,11.007,-7.337,-6.834
2.1953,-2.685,-3.73,1.099,-5.622,-9.873,8.069,-8.777,-9.662
2.1992,-0.209,-6.019,0.776,-7.413,-4.6,7.648,-7.622,-13.659
2.2031,-0.506,-7.965,-1.796,-9.055,-7.425,8.312,-8.527,-12.023
2.207,-3.48,-11.928,1.964,-8.914,-6.434,5.585,-7.083,-10.255
2.2109,-0.38,-9.442,6.855,-6.346,-6.868,1.604,-11.64,-8.27
2.2148,1.287,-10.83,9.079,-11.191,-4.981,3.89,-7.658,-4.291
2.2188,1.045,-11.548,11.587,-10.223,-1.114,-3.329,-9.28,-6.467
2.2227,6.033,-7.665,12.553,-9.714,-1.196,-3.167,-11.932,-7.557
2.2266,5.29,-10.949,16.924,-11.717,7.178,-5.19,-9.331,-2.725
2.2305,12.228,-3.5,19.718,-12.928,9.596,-4.438,-8.766,0.461
2.2344,12.043,-8.532,19.675,-9.087,13.767,0.458,-4.217,0.416
2.2383,8.35,-5.118,20.339,-14.276,13.684,-0.216,-9.771,2.329
2.2422,9.16,-3.175,19.196,-14.799,11.957,0.514,-6.727,-3.942
2.2461,3.925,1.564,22.217,-19.663,13.276,-0.03,-8.549,1.137
2.25,7.172,4.701,12.638,-22.543,14.531,3.816,-5.725,-0.851
2.2539,9.391,3.732,17.44,-21.25,18.135,8.777,-2.351,0.252
2.2578,7.747,7.751,19.979,-17.542,12.768,10.165,-2.675,3.388
2.2617,11.006,5.206,11.049,-15.402,11.763,12.809,-3.092,-2.782
2.2656,13.748,6.68,13.669,-12.583,10.124,12.806,-4.242,-0.751
2.2695,8.437,6.383,14.215,-11.555,9.5,9.787,-7.725,-0.351
2.2734,10.601,10.985,12.583,-10.045,13.753,6.586,-6.06,-1.491
2.2773,13.736,11.129,13.963,-7.679,13.868,9.556,-8.798,-4.632
2.2812,16.249,10.823,10.921,-3.399,15.172,11.89,-8.582,1.118
2.2852,9.209,11.13,8.747,-0.53,12.602,11.078,-8.162,-3.469
2.2891,10.506,19.13,9.01,-2.188,12.731,10.394,-9.055,-6.683
2.293,12.681,14.599,6.416,2.279,5.617,12.31,-8.284,-9.035
2.2969,5.772,12.967,11.101,-0.45,3.854,17.14,-7.894,-11.201
2.3008,7.118,13.917,2.772,1.957,0.831,11.993,-5.626,-13.755
2.3047,9.317,13.335,0.689,1.698,3.766,13.628,-5.243,-11.335
2.3086,9.232,12.195,-4.218,7.241,1.321,10.742,-5.734,-13.166
2.3125,12.035,10.493,-1.466,5.516,1.433,14.217,-6.745,-11.164
2.3164,11.683,10.169,3.372,8.211,-1.967,10.93,-8.254,-11.793
2.3203,9.233,7.803,-0.122,9.409,2.625,8.37,-2.215,-9.059
2.3242,15.542,10.153,-1.08,5.996,4.797,8.036,-10.274,-11.253
2.3281,14.177,7.757,3.162,7.064,6.883,4.077,-3.097,-10.662
2.332,17.124,8.192,5.448,6.417,6.375,4.387,-6.97,-10.969
2.3359,11.211,8.01,2.672,5.617,10.174,8.259,-3.428,-3.996
2.3398,8.641,8.674,1.982,4.778,11.576,5.654,-11.041,-8.527
2.3438,8.868,14.73,-1.439,5.964,5.29,-0.29,-7.599,-12.896
2.3477,7.789,14.927,1.811,0.238,9.466,5.554,-3.929,-9.14
2.3516,5.744,15.128,0.011,0.921,2.751,4.62,-4.66,-10.051
2.3555,-0.41,11.667,-7.069,0.203,9.72,8.556,-6.484,-15.467
2.3594,1.651,11.217,-2.43,-2.08,3.917,7.429,-10.708,-14.629
2.3633,-3.768,4.83,-3.027,3.398,5.947,1.512,-11.801,-14.131
2.3672,-2.694,9.693,-1.371,0.761,4.561,2.99,-9.231,-16.54
2.3711,-6.556,8.382,-1.724,5.349,7.979,0.431,-15.059,-14.258
2.375,-3.101,9.04,-1.602,3.278,11.685,-0.908,-15.867,-11.388
2.3789,-6.562,7.695,-2.453,4.809,7.236,-1.428,-15.794,-14.095
2.3828,-9.557,3.884,-2.221,3.132,9.92,-0.495,-19.476,-10.029
2.3867,-8.224,2.221,-7.46,6.79,8.314,-4.065,-16.659,-8.67
2.3906,-11.432,3.831,-6.287,8.407,11.082,-6.632,-18.568,-11.229
2.3945,-14.233,6.602,-4.488,3.936,7.963,-5.895,-16.32,-12.827
2.3984,-10.015,6.374,-3.746,2.936,4.561,-4.407,-15.867,-13.542
2.4023,-13.159,0.596,-3.656,4.265,5.883,-7.101,-14.813,-9.002
2.4062,-11.607,-1.093,-4.314,4.727,9.461,-8.695,-9.679,-11.055
2.4102,-10.551,-2.81,-2.034,0.242,7.059,-9.349,-5.703,-6.418
2.4141,-11.209,-3.151,0.002,10.503,3.553,-11.826,-5.324,-5.192
2.418,-6.884,-4.899,-1.584,8.104,5.754,-14.68,-5.374,-0.909
2.4219,-5.927,-4.005,2.525,8.141,7.797,-11.962,-2.34,-1.356
2.4258,-2.815,-1.764,1.133,5.872,9.376,-17.991,-2.432,2.436
2.4297,2.482,0.904,2.38,2.212,8.329,-13.276,0.484,4.288
2.4336,-2.068,-0.547,3.114,7.463,10.27,-14.566,1.397,9.704
2.4375,-5.519,3.431,-4.529,5.064,13.206,-16.141,5.645,8.441
2.4414,1.815,8.379,6.691,6.669,8.218,-12.399,5.553,6.999
2.4453,3.574,6.259,1.667,3.868,7.632,-11.363,5.605,6.57
2.4492,-2.024,10.063,-3.212,3.633,7.138,-6.465,6.131,9.093
2.4531,-5.004,12.687,-1.444,1.59,9.874,-4.336,13.689,6.074
2.457,-2.339,8.947,-8.959,6.424,3.231,-4.009,11.324,6.207
2.4609,-3.323,7.742,-9.83,4.97,2.702,2.155,12.666,9.263
2.4648,-3.898,11.013,-11.77,14.574,-3.016,1.174,15.631,5.918
2.4688,-5.743,8.509,-7.834,16.609,-3.654,1.341,10.595,7.211
2.4727,-1.821,11.71,-12.191,16.74,-3.538,-1.837,10.809,4.398
2.4766,-1.733,10.022,-13.276,17.207,-5.51,-2.146,5.798,5.446
2.4805,-6.729,7.396,-13.013,15.956,-5.651,-0.132,8.512,5.743
2.4844,-4.527,7.782,-15.623,20.035,-5.866,-2.583,5.611,7.063
2.4883,-4.463,6.597,-17.538,18.479,-12.148,-1.803,5.221,4.627
2.4922,-10.303,7.478,-15.528,15.327,-13.03,-3.424,7.852,1.733
2.4961,-12.326,3.447,-13.326,20.119,-13.167,-6.689,3.622,-3.704
2.5,-12.153,2.566,-18.946,17.806,-17.087,-3.589,5.634,-5.089
2.5039,-10.745,-1.009,-20.459,14.609,-13.988,-4.637,5.469,-1.37
2.5078,-15.797,-3.424,-20.425,12.303,-16.922,-4.871,9.976,0.298
2.5117,-12.315,-10.285,-16.606,14.028,-18.01,-5.573,6.773,0.172
2.5156,-13.026,-8.351,-17.589,11.415,-21.239,-6.656,8.826,-1.638
2.5195,-7.151,-10.488,-13.81,15.668,-16.019,-13.785,2.482,1.104
2.5234,-9.286,-14.671,-13.819,8.405,-11.511,-14.661,6.657,3.528
2.5273,-4.209,-10.362,-11.457,9.856,-5.754,-16.168,4.734,5.261
2.5312,-9.676,-9.075,-8.854,5.595,-6.08,-16.2,7.981,7.765
2.5352,-7.499,-11.741,-6.476,2.587,-4.115,-15.579,6.502,8.693
2.5391,-9.702,-10.116,-1.155,3.623,-8.528,-14.798,5.101,6.796
2.543,-13.276,-11.341,-2.314,-0.631,-5.924,-12.987,5.33,6.454
2.5469,-11.578,-13.599,-4.911,-1.814,-2.351,-12.428,5.163,6.351
2.5508,-9.511,-13.788,-5.288,-8.965,-5.682,-13.188,9.954,5.229
2.5547,-12.834,-10.561,-2.124,-9.397,-1.708,-6.284,7.379,9.667
2.5586,-16.254,-13.624,-2.949,-12.512,-2.672,-5.575,8.996,9.871
2.5625,-13.532,-15.051,-4.265,-11.1,-4.298,-9.181,8.896,11.476
2.5664,-15.153,-13.085,-3.514,-2.247,-5.598,-5.799,9.375,12.386
2.5703,-12.866,-10.788,1.185,-1.376,-6.042,-8.446,4.361,13.029
2.5742,-10.713,-14.084,-2.33,-5.356,0.816,-9.448,3.033,14.531
2.5781,-12.828,-11.794,0.367,-6.87,-0.681,-7.591,3.954,11.702
2.582,-12.609,-7.914,3.909,-4.94,-1.748,-7.291,-0.708,11.121
2.5859,-9.194,-12.804,-0.006,-1.591,-4.906,-5.482,0.858,15.303
2.5898,-11.863,-7.964,-1.352,-3.995,-6.008,-5.981,2.404,14.675
2.5938,-15.622,-9.431,1.426,-3.11,-7.279,-6.703,2.425,13.474
2.5977,-7.463,-6.711,-0.69,-4.777,-7.65,-9.046,2.563,10.625
2.6016,-6.449,-6.171,-3.532,-6.639,-7.583,-2.214,10.238,5.927
2.6055,-6.472,-8.481,-0.149,-6.169,-11.51,-2.325,11.636,11.33
2.6094,-5.956,-9.835,0.979,-3.125,-14.042,0.751,12.91,12.159
2.6133,0.324,-14.732,-0.226,-4.094,-11.711,-0.268,11.523,13.679
2.6172,2.136,-9.716,2.012,-0.406,-14.996,-2.949,12.789,14.354
2.6211,9.76,-12.37,2.888,-2.428,-10.489,-0.775,13.698,14.391
2.625,9.36,-8.832,5.561,-1.934,-8.641,-1.813,12.852,13.184
2.6289,11.721,-7.829,4.913,0.025,-4.965,-0.248,15.257,13.99
2.6328,11.404,-6.355,3.953,-3.273,-1.537,1.141,13.327,17.682
2.6367,12.909,-5.034,9.897,-1.378,-9.981,6.519,14.917,13.998
2.6406,11.754,-5.036,7.177,-7.806,-2.377,3.232,16.438,16.347
2.6445,12.669,-3.555,6.855,-7.012,-7.806,5.836,16.372,7.621
2.6484,9.223,2.532,5.848,-8.042,-6.642,6.566,16.942,10.355
